url;Pases;Pases_link;Fecha;Muertes;Tasa;Var
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Burundi [+];https://datosmacro.expansion.com/demografia/mortalidad/burundi?anio=1990;1990;;18,11‰;0,14
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Bután [+];https://datosmacro.expansion.com/demografia/mortalidad/butan?anio=1990;1990;;13,11‰;-0,52
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Cabo Verde [+];https://datosmacro.expansion.com/demografia/mortalidad/cabo-verde?anio=1990;1990;;8,43‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Camboya [+];https://datosmacro.expansion.com/demografia/mortalidad/camboya?anio=1990;1990;;12,68‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Camerún [+];https://datosmacro.expansion.com/demografia/mortalidad/camerun?anio=1990;1990;;14,77‰;0,09
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Canadá [+];https://datosmacro.expansion.com/demografia/mortalidad/canada?anio=1990;1990;192.608;7,30‰;0
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Catar [+];https://datosmacro.expansion.com/demografia/mortalidad/catar?anio=1990;1990;;2,17‰;-0,04
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Chad [+];https://datosmacro.expansion.com/demografia/mortalidad/chad?anio=1990;1990;;19,00‰;-0,12
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Chile [+];https://datosmacro.expansion.com/demografia/mortalidad/chile?anio=1990;1990;;5,67‰;-0,08
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;China [+];https://datosmacro.expansion.com/demografia/mortalidad/china?anio=1990;1990;;6,67‰;0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Chipre [+];https://datosmacro.expansion.com/demografia/mortalidad/chipre?anio=1990;1990;4.844;8,40‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Colombia [+];https://datosmacro.expansion.com/demografia/mortalidad/colombia?anio=1990;1990;154.685;6,16‰;-0,01
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Comoras [+];https://datosmacro.expansion.com/demografia/mortalidad/comoras?anio=1990;1990;;11,51‰;-0,37
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Corea del Norte [+];https://datosmacro.expansion.com/demografia/mortalidad/corea-del-norte?anio=1990;1990;;5,66‰;-0,05
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Corea del Sur [+];https://datosmacro.expansion.com/demografia/mortalidad/corea-del-sur?anio=1990;1990;;5,60‰;0
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Costa de Marfil [+];https://datosmacro.expansion.com/demografia/mortalidad/costa-marfil?anio=1990;1990;;13,68‰;0,07
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Costa Rica [+];https://datosmacro.expansion.com/demografia/mortalidad/costa-rica?anio=1990;1990;;4,02‰;-0,02
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Croacia [+];https://datosmacro.expansion.com/demografia/mortalidad/croacia?anio=1990;1990;52.192;10,90‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Cuba [+];https://datosmacro.expansion.com/demografia/mortalidad/cuba?anio=1990;1990;;7,00‰;0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Dinamarca [+];https://datosmacro.expansion.com/demografia/mortalidad/dinamarca?anio=1990;1990;60.926;11,90‰;0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Dominica [+];https://datosmacro.expansion.com/demografia/mortalidad/dominica?anio=1990;1990;;8,60‰;2,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Ecuador [+];https://datosmacro.expansion.com/demografia/mortalidad/ecuador?anio=1990;1990;;6,17‰;-0,19
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Egipto [+];https://datosmacro.expansion.com/demografia/mortalidad/egipto?anio=1990;1990;;8,41‰;-0,29
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;El Salvador [+];https://datosmacro.expansion.com/demografia/mortalidad/el-salvador?anio=1990;1990;;8,12‰;-0,37
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Emiratos Árabes Unidos [+];https://datosmacro.expansion.com/demografia/mortalidad/emiratos-arabes-unidos?anio=1990;1990;;2,70‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Eritrea [+];https://datosmacro.expansion.com/demografia/mortalidad/eritrea?anio=1990;1990;;15,81‰;-0,23
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Eslovaquia [+];https://datosmacro.expansion.com/demografia/mortalidad/eslovaquia?anio=1990;1990;54.619;10,30‰;0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Eslovenia [+];https://datosmacro.expansion.com/demografia/mortalidad/eslovenia?anio=1990;1990;18.555;9,30‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;España [+];https://datosmacro.expansion.com/demografia/mortalidad/espana?anio=1990;1990;333.142;8,54‰;0,21
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Estado de Palestina [+];https://datosmacro.expansion.com/demografia/mortalidad/palestina?anio=1990;1990;;6,72‰;
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Estados Federados de Micronesia [+];https://datosmacro.expansion.com/demografia/mortalidad/micronesia?anio=1990;1990;;6,53‰;-0,06
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Estados Unidos [+];https://datosmacro.expansion.com/demografia/mortalidad/usa?anio=1990;1990;;8,60‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Estonia [+];https://datosmacro.expansion.com/demografia/mortalidad/estonia?anio=1990;1990;19.531;12,40‰;0,6
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Etiopía [+];https://datosmacro.expansion.com/demografia/mortalidad/etiopia?anio=1990;1990;;18,13‰;-0,39
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Filipinas [+];https://datosmacro.expansion.com/demografia/mortalidad/filipinas?anio=1990;1990;;6,60‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Finlandia [+];https://datosmacro.expansion.com/demografia/mortalidad/finlandia?anio=1990;1990;50.058;10,00‰;0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Fiyi [+];https://datosmacro.expansion.com/demografia/mortalidad/fiyi?anio=1990;1990;;6,29‰;-0,07
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Francia [+];https://datosmacro.expansion.com/demografia/mortalidad/francia?anio=1990;1990;;9,30‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Gabón [+];https://datosmacro.expansion.com/demografia/mortalidad/gabon?anio=1990;1990;;11,05‰;-0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Gambia [+];https://datosmacro.expansion.com/demografia/mortalidad/gambia?anio=1990;1990;;14,34‰;-0,29
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Georgia [+];https://datosmacro.expansion.com/demografia/mortalidad/georgia?anio=1990;1990;;9,41‰;0,09
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Ghana [+];https://datosmacro.expansion.com/demografia/mortalidad/ghana?anio=1990;1990;;10,89‰;-0,29
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Granada [+];https://datosmacro.expansion.com/demografia/mortalidad/granada?anio=1990;1990;;8,54‰;0,05
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Grecia [+];https://datosmacro.expansion.com/demografia/mortalidad/grecia?anio=1990;1990;94.152;9,20‰;0
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Guatemala [+];https://datosmacro.expansion.com/demografia/mortalidad/guatemala?anio=1990;1990;;8,54‰;-0,26
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Guinea [+];https://datosmacro.expansion.com/demografia/mortalidad/guinea?anio=1990;1990;;17,10‰;-0,51
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Guinea Ecuatorial [+];https://datosmacro.expansion.com/demografia/mortalidad/guinea-ecuatorial?anio=1990;1990;;17,64‰;-0,26
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Guinea-Bisáu [+];https://datosmacro.expansion.com/demografia/mortalidad/guinea-bisau?anio=1990;1990;;17,18‰;-0,35
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Guyana [+];https://datosmacro.expansion.com/demografia/mortalidad/guyana?anio=1990;1990;;8,29‰;-0,06
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Haiti [+];https://datosmacro.expansion.com/demografia/mortalidad/haiti?anio=1990;1990;;13,10‰;-0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Holanda [+];https://datosmacro.expansion.com/demografia/mortalidad/holanda?anio=1990;1990;128.824;8,60‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Honduras [+];https://datosmacro.expansion.com/demografia/mortalidad/honduras?anio=1990;1990;;6,69‰;-0,22
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Hong Kong [+];https://datosmacro.expansion.com/demografia/mortalidad/hong-kong?anio=1990;1990;;5,20‰;0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Hungría [+];https://datosmacro.expansion.com/demografia/mortalidad/hungria?anio=1990;1990;145.660;14,00‰;0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;India [+];https://datosmacro.expansion.com/demografia/mortalidad/india?anio=1990;1990;;10,86‰;-0,27
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Indonesia [+];https://datosmacro.expansion.com/demografia/mortalidad/indonesia?anio=1990;1990;;7,92‰;-0,14
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Irak [+];https://datosmacro.expansion.com/demografia/mortalidad/irak?anio=1990;1990;;7,00‰;-0,32
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Irán [+];https://datosmacro.expansion.com/demografia/mortalidad/iran?anio=1990;1990;;7,28‰;-0,74
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Irlanda [+];https://datosmacro.expansion.com/demografia/mortalidad/irlanda?anio=1990;1990;31.370;8,90‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Islandia [+];https://datosmacro.expansion.com/demografia/mortalidad/islandia?anio=1990;1990;1.704;6,70‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Islas Marshall [+];https://datosmacro.expansion.com/demografia/mortalidad/islas-marshall?anio=1990;1987;;5,00‰;
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Islas Salomón [+];https://datosmacro.expansion.com/demografia/mortalidad/islas-salomon?anio=1990;1990;;11,01‰;-0,24
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Israel [+];https://datosmacro.expansion.com/demografia/mortalidad/israel?anio=1990;1990;;6,80‰;-0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Italia [+];https://datosmacro.expansion.com/demografia/mortalidad/italia?anio=1990;1990;541.746;9,60‰;0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Jamaica [+];https://datosmacro.expansion.com/demografia/mortalidad/jamaica?anio=1990;1990;;6,99‰;0,06
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Japón [+];https://datosmacro.expansion.com/demografia/mortalidad/japon?anio=1990;1990;;6,70‰;0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Jordania [+];https://datosmacro.expansion.com/demografia/mortalidad/jordania?anio=1990;1990;;5,06‰;-0,16
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Kazajistán [+];https://datosmacro.expansion.com/demografia/mortalidad/kazajistan?anio=1990;1990;;7,87‰;0,27
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Kenia [+];https://datosmacro.expansion.com/demografia/mortalidad/kenia?anio=1990;1990;;10,45‰;0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Kirguistán [+];https://datosmacro.expansion.com/demografia/mortalidad/kirguistan?anio=1990;1990;;6,90‰;-0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Kiribati [+];https://datosmacro.expansion.com/demografia/mortalidad/kiribati?anio=1990;1990;;9,74‰;-0,27
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Kuwait [+];https://datosmacro.expansion.com/demografia/mortalidad/kuwait?anio=1990;1990;;2,56‰;-0,08
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Laos [+];https://datosmacro.expansion.com/demografia/mortalidad/laos?anio=1990;1990;;13,68‰;-0,35
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Lesoto [+];https://datosmacro.expansion.com/demografia/mortalidad/lesoto?anio=1990;1990;;10,46‰;-0,31
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Letonia [+];https://datosmacro.expansion.com/demografia/mortalidad/letonia?anio=1990;1990;34.812;13,10‰;0,9
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Líbano [+];https://datosmacro.expansion.com/demografia/mortalidad/libano?anio=1990;1990;;6,83‰;-0,08
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Liberia [+];https://datosmacro.expansion.com/demografia/mortalidad/liberia?anio=1990;1990;;18,17‰;-0,11
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Libia [+];https://datosmacro.expansion.com/demografia/mortalidad/libia?anio=1990;1990;;5,15‰;-0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Liechtenstein [+];https://datosmacro.expansion.com/demografia/mortalidad/liechtenstein?anio=1990;1990;195;6,80‰;0,7
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Lituania [+];https://datosmacro.expansion.com/demografia/mortalidad/lituania?anio=1990;1990;39.760;10,80‰;0,4
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Luxemburgo [+];https://datosmacro.expansion.com/demografia/mortalidad/luxemburgo?anio=1990;1990;3.773;9,90‰;-0,7
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Madagascar [+];https://datosmacro.expansion.com/demografia/mortalidad/madagascar?anio=1990;1990;;15,15‰;-0,32
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Malasia [+];https://datosmacro.expansion.com/demografia/mortalidad/malasia?anio=1990;1990;;4,91‰;-0,07
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Malaui [+];https://datosmacro.expansion.com/demografia/mortalidad/malaui?anio=1990;1990;;18,63‰;-0,23
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Maldivas [+];https://datosmacro.expansion.com/demografia/mortalidad/maldivas?anio=1990;1990;;8,76‰;-0,52
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Malí [+];https://datosmacro.expansion.com/demografia/mortalidad/mali?anio=1990;1990;;20,49‰;-0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Malta [+];https://datosmacro.expansion.com/demografia/mortalidad/malta?anio=1990;1990;2.745;7,80‰;0,4
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Marruecos [+];https://datosmacro.expansion.com/demografia/mortalidad/marruecos?anio=1990;1990;;7,39‰;-0,25
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Mauricio [+];https://datosmacro.expansion.com/demografia/mortalidad/mauricio?anio=1990;1990;;6,60‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Mauritania [+];https://datosmacro.expansion.com/demografia/mortalidad/mauritania?anio=1990;1990;;10,57‰;-0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;México [+];https://datosmacro.expansion.com/demografia/mortalidad/mexico?anio=1990;1990;422.803;5,40‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Moldavia [+];https://datosmacro.expansion.com/demografia/mortalidad/moldavia?anio=1990;1990;;10,36‰;0,06
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Mongolia [+];https://datosmacro.expansion.com/demografia/mortalidad/mongolia?anio=1990;1990;;10,06‰;-0,29
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Mozambique [+];https://datosmacro.expansion.com/demografia/mortalidad/mozambique?anio=1990;1990;;21,08‰;-0,27
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Namibia [+];https://datosmacro.expansion.com/demografia/mortalidad/namibia?anio=1990;1990;;8,75‰;-0,17
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Nepal [+];https://datosmacro.expansion.com/demografia/mortalidad/nepal?anio=1990;1990;;12,93‰;-0,54
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Nicaragua [+];https://datosmacro.expansion.com/demografia/mortalidad/nicaragua?anio=1990;1990;;7,41‰;-0,41
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Níger [+];https://datosmacro.expansion.com/demografia/mortalidad/niger?anio=1990;1990;;22,99‰;-0,43
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Nigeria [+];https://datosmacro.expansion.com/demografia/mortalidad/nigeria?anio=1990;1990;;18,58‰;-0,02
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Noruega [+];https://datosmacro.expansion.com/demografia/mortalidad/noruega?anio=1990;1990;46.021;10,90‰;0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Nueva Zelanda [+];https://datosmacro.expansion.com/demografia/mortalidad/nueva-zelanda?anio=1990;1990;;8,10‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Omán [+];https://datosmacro.expansion.com/demografia/mortalidad/oman?anio=1990;1990;;5,48‰;-0,33
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Pakistán [+];https://datosmacro.expansion.com/demografia/mortalidad/pakistan?anio=1990;1990;;10,77‰;-0,22
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Palaos [+];https://datosmacro.expansion.com/demografia/mortalidad/palaos?anio=1990;1990;;7,70‰;
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Panamá [+];https://datosmacro.expansion.com/demografia/mortalidad/panama?anio=1990;1990;;4,95‰;-0,04
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Papúa Nueva Guinea [+];https://datosmacro.expansion.com/demografia/mortalidad/papua-nueva-guinea?anio=1990;1990;;9,49‰;-0,14
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Paraguay [+];https://datosmacro.expansion.com/demografia/mortalidad/paraguay?anio=1990;1990;;6,43‰;-0,07
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Perú [+];https://datosmacro.expansion.com/demografia/mortalidad/peru?anio=1990;1990;;7,29‰;-0,19
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Polonia [+];https://datosmacro.expansion.com/demografia/mortalidad/polonia?anio=1990;1990;390.343;10,20‰;0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Portugal [+];https://datosmacro.expansion.com/demografia/mortalidad/portugal?anio=1990;1990;102.768;10,30‰;0,7
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Reino Unido [+];https://datosmacro.expansion.com/demografia/mortalidad/uk?anio=1990;1990;641.799;11,20‰;-0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;República Centroafricana [+];https://datosmacro.expansion.com/demografia/mortalidad/republica-centroafricana?anio=1990;1990;;17,01‰;0,15
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;República Checa [+];https://datosmacro.expansion.com/demografia/mortalidad/republica-checa?anio=1990;1990;129.166;12,50‰;0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;República del Congo [+];https://datosmacro.expansion.com/demografia/mortalidad/congo?anio=1990;1990;;11,95‰;0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;República Democrática del Congo [+];https://datosmacro.expansion.com/demografia/mortalidad/republica-democratica-congo?anio=1990;1990;;16,66‰;-0,18
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;República Dominicana [+];https://datosmacro.expansion.com/demografia/mortalidad/republica-dominicana?anio=1990;1990;;6,29‰;-0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Ruanda [+];https://datosmacro.expansion.com/demografia/mortalidad/ruanda?anio=1990;1990;;32,44‰;4,89
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Rumanía [+];https://datosmacro.expansion.com/demografia/mortalidad/rumania?anio=1990;1990;247.086;10,60‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Rusia [+];https://datosmacro.expansion.com/demografia/mortalidad/rusia?anio=1990;1990;;11,20‰;0,5
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Samoa [+];https://datosmacro.expansion.com/demografia/mortalidad/samoa?anio=1990;1990;;7,27‰;-0,15
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;San Cristóbal y Nieves [+];https://datosmacro.expansion.com/demografia/mortalidad/san-cristobal-nieves?anio=1990;1989;;10,90‰;0,4
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;San Vicente y las Granadinas [+];https://datosmacro.expansion.com/demografia/mortalidad/san-vicente-las-granadinas?anio=1990;1990;;6,65‰;0
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Santa Lucía [+];https://datosmacro.expansion.com/demografia/mortalidad/santa-lucia?anio=1990;1990;;6,41‰;0,18
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Santo Tomé y Príncipe [+];https://datosmacro.expansion.com/demografia/mortalidad/santo-tome-principe?anio=1990;1990;;10,07‰;-0,14
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Senegal [+];https://datosmacro.expansion.com/demografia/mortalidad/senegal?anio=1990;1990;;11,37‰;-0,26
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Seychelles [+];https://datosmacro.expansion.com/demografia/mortalidad/seychelles?anio=1990;1990;;7,70‰;-0,4
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Sierra Leona [+];https://datosmacro.expansion.com/demografia/mortalidad/sierra-leona?anio=1990;1990;;26,33‰;0,57
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Singapur [+];https://datosmacro.expansion.com/demografia/mortalidad/singapur?anio=1990;1990;;4,70‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Siria [+];https://datosmacro.expansion.com/demografia/mortalidad/siria?anio=1990;1990;;4,51‰;-0,16
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Somalia [+];https://datosmacro.expansion.com/demografia/mortalidad/somalia?anio=1990;1990;;19,56‰;0,27
