url;Pases;Pases_link;Fecha;Naci Dos 1;Naci Dos 2;Naci Dos 3;Tasa;Ndicede;Var
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Brasil [+];https://datosmacro.expansion.com/demografia/natalidad/brasil?anio=1990;1990;;;;24,98‰;2,91;-3,19%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Brunéi [+];https://datosmacro.expansion.com/demografia/natalidad/brunei?anio=1990;1990;;;;29,40‰;3,29;-2,14%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Bulgaria [+];https://datosmacro.expansion.com/demografia/natalidad/bulgaria?anio=1990;1990;105.180;54.000;51.200;12,10‰;1,82;-4,21%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Burkina Faso [+];https://datosmacro.expansion.com/demografia/natalidad/burkina-faso?anio=1990;1990;;;;47,42‰;7,01;-0,41%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Burundi [+];https://datosmacro.expansion.com/demografia/natalidad/burundi?anio=1990;1990;;;;50,31‰;7,51;-0,28%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Bután [+];https://datosmacro.expansion.com/demografia/natalidad/butan?anio=1990;1990;;;;39,11‰;5,64;-3,26%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Cabo Verde [+];https://datosmacro.expansion.com/demografia/natalidad/cabo-verde?anio=1990;1990;;;;40,12‰;5,31;-2,46%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Camboya [+];https://datosmacro.expansion.com/demografia/natalidad/camboya?anio=1990;1990;;;;42,36‰;5,6;-3,05%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Camerún [+];https://datosmacro.expansion.com/demografia/natalidad/camerun?anio=1990;1990;;;;44,69‰;6,44;-1,12%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Canadá [+];https://datosmacro.expansion.com/demografia/natalidad/canada?anio=1990;1990;403.280;206.835;196.445;15,00‰;1,83;3,39%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Catar [+];https://datosmacro.expansion.com/demografia/natalidad/catar?anio=1990;1990;;;;22,50‰;4,01;-3,51%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Chad [+];https://datosmacro.expansion.com/demografia/natalidad/chad?anio=1990;1990;;;;51,00‰;7,31;0,51%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Chile [+];https://datosmacro.expansion.com/demografia/natalidad/chile?anio=1990;1990;;;;21,95‰;2,55;-1,43%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;China [+];https://datosmacro.expansion.com/demografia/natalidad/china?anio=1990;1990;;;;21,06‰;2,35;-5,58%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Chipre [+];https://datosmacro.expansion.com/demografia/natalidad/chipre?anio=1990;1990;10.622;5.400;5.200;18,30‰;2,41;2,12%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Colombia [+];https://datosmacro.expansion.com/demografia/natalidad/colombia?anio=1990;1990;;;;26,40‰;2,99;-2,32%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Comoras [+];https://datosmacro.expansion.com/demografia/natalidad/comoras?anio=1990;1990;;;;42,56‰;6,41;-1,82%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Corea del Norte [+];https://datosmacro.expansion.com/demografia/natalidad/corea-del-norte?anio=1990;1990;;;;20,66‰;2,29;-1,46%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Corea del Sur [+];https://datosmacro.expansion.com/demografia/natalidad/corea-del-sur?anio=1990;1990;;;;15,20‰;1,57;0,64%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Costa de Marfil [+];https://datosmacro.expansion.com/demografia/natalidad/costa-marfil?anio=1990;1990;;;;43,24‰;6,62;-1,31%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Costa Rica [+];https://datosmacro.expansion.com/demografia/natalidad/costa-rica?anio=1990;1990;;;;26,62‰;3,17;-1,77%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Croacia [+];https://datosmacro.expansion.com/demografia/natalidad/croacia?anio=1990;1990;55.409;28.500;26.900;11,60‰;1,63;0
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Cuba [+];https://datosmacro.expansion.com/demografia/natalidad/cuba?anio=1990;1990;;;;16,79‰;1,75;-1,80%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Dinamarca [+];https://datosmacro.expansion.com/demografia/natalidad/dinamarca?anio=1990;1990;63.433;32.600;30.800;12,30‰;1,67;3,09%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Dominica [+];https://datosmacro.expansion.com/demografia/natalidad/dominica?anio=1990;1990;;;;23,00‰;3;-14,77%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Ecuador [+];https://datosmacro.expansion.com/demografia/natalidad/ecuador?anio=1990;1990;;;;30,08‰;3,77;-2,31%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Egipto [+];https://datosmacro.expansion.com/demografia/natalidad/egipto?anio=1990;1990;;;;33,60‰;4,66;-3,99%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;El Salvador [+];https://datosmacro.expansion.com/demografia/natalidad/el-salvador?anio=1990;1990;;;;31,21‰;3,96;-1,95%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Emiratos Árabes Unidos [+];https://datosmacro.expansion.com/demografia/natalidad/emiratos-arabes-unidos?anio=1990;1990;;;;25,96‰;4,45;-3,93%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Eritrea [+];https://datosmacro.expansion.com/demografia/natalidad/eritrea?anio=1990;1990;;;;41,65‰;6,39;-0,95%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Eslovaquia [+];https://datosmacro.expansion.com/demografia/natalidad/eslovaquia?anio=1990;1990;79.989;41.100;38.900;15,10‰;2,09;0,97%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Eslovenia [+];https://datosmacro.expansion.com/demografia/natalidad/eslovenia?anio=1990;1990;22.368;11.500;10.900;11,20‰;1,46;-3,95%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;España [+];https://datosmacro.expansion.com/demografia/natalidad/espana?anio=1990;1990;401.425;207.495;193.930;10,32‰;1,36;-2,63%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Estado de Palestina [+];https://datosmacro.expansion.com/demografia/natalidad/palestina?anio=1990;1990;;;;45,22‰;6,72;
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Estados Federados de Micronesia [+];https://datosmacro.expansion.com/demografia/natalidad/micronesia?anio=1990;1990;;;;34,00‰;4,96;-1,86%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Estados Unidos [+];https://datosmacro.expansion.com/demografia/natalidad/usa?anio=1990;1990;;;;16,70‰;2,08;3,33%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Estonia [+];https://datosmacro.expansion.com/demografia/natalidad/estonia?anio=1990;1990;22.304;11.482;10.822;14,20‰;2,05;-7,66%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Etiopía [+];https://datosmacro.expansion.com/demografia/natalidad/etiopia?anio=1990;1990;;;;47,52‰;7,25;-0,71%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Filipinas [+];https://datosmacro.expansion.com/demografia/natalidad/filipinas?anio=1990;1990;;;;33,02‰;4,32;-1,75%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Finlandia [+];https://datosmacro.expansion.com/demografia/natalidad/finlandia?anio=1990;1990;65.549;33.500;32.000;13,10‰;1,78;4,09%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Fiyi [+];https://datosmacro.expansion.com/demografia/natalidad/fiyi?anio=1990;1990;;;;28,89‰;3,4;-0,85%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Francia [+];https://datosmacro.expansion.com/demografia/natalidad/francia?anio=1990;1990;;;;13,40‰;1,77;-1,12%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Gabón [+];https://datosmacro.expansion.com/demografia/natalidad/gabon?anio=1990;1990;;;;37,12‰;5,42;-1,27%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Gambia [+];https://datosmacro.expansion.com/demografia/natalidad/gambia?anio=1990;1990;;;;47,47‰;6,11;-0,25%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Georgia [+];https://datosmacro.expansion.com/demografia/natalidad/georgia?anio=1990;1990;;;;17,13‰;2,18;-1,67%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Ghana [+];https://datosmacro.expansion.com/demografia/natalidad/ghana?anio=1990;1990;;;;38,87‰;5,6;-1,89%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Granada [+];https://datosmacro.expansion.com/demografia/natalidad/granada?anio=1990;1990;;;;28,42‰;3,84;-3,13%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Grecia [+];https://datosmacro.expansion.com/demografia/natalidad/grecia?anio=1990;1990;102.251;52.400;49.800;10,00‰;1,39;-0,71%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Guatemala [+];https://datosmacro.expansion.com/demografia/natalidad/guatemala?anio=1990;1990;;;;38,98‰;5,44;-1,15%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Guinea [+];https://datosmacro.expansion.com/demografia/natalidad/guinea?anio=1990;1990;;;;46,51‰;6,6;-0,30%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Guinea Ecuatorial [+];https://datosmacro.expansion.com/demografia/natalidad/guinea-ecuatorial?anio=1990;1990;;;;42,14‰;5,99;0,02%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Guinea-Bisáu [+];https://datosmacro.expansion.com/demografia/natalidad/guinea-bisau?anio=1990;1990;;;;46,35‰;6,63;-0,54%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Guyana [+];https://datosmacro.expansion.com/demografia/natalidad/guyana?anio=1990;1990;;;;28,24‰;3,07;-0,65%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Haiti [+];https://datosmacro.expansion.com/demografia/natalidad/haiti?anio=1990;1990;;;;37,24‰;5,43;-2,13%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Holanda [+];https://datosmacro.expansion.com/demografia/natalidad/holanda?anio=1990;1990;197.965;101.600;96.400;13,20‰;1,62;4,52%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Honduras [+];https://datosmacro.expansion.com/demografia/natalidad/honduras?anio=1990;1990;;;;38,60‰;5,14;-1,80%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Hong Kong [+];https://datosmacro.expansion.com/demografia/natalidad/hong-kong?anio=1990;1990;;;;12,00‰;1,27;-1,85%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Hungría [+];https://datosmacro.expansion.com/demografia/natalidad/hungria?anio=1990;1990;125.677;64.200;61.500;12,10‰;1,87;2,75%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;India [+];https://datosmacro.expansion.com/demografia/natalidad/india?anio=1990;1990;;;;31,50‰;4,05;-2,11%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Indonesia [+];https://datosmacro.expansion.com/demografia/natalidad/indonesia?anio=1990;1990;;;;25,81‰;3,12;-3,31%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Irak [+];https://datosmacro.expansion.com/demografia/natalidad/irak?anio=1990;1990;;;;37,72‰;5,88;-1,39%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Irán [+];https://datosmacro.expansion.com/demografia/natalidad/iran?anio=1990;1990;;;;33,23‰;4,82;-6,45%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Irlanda [+];https://datosmacro.expansion.com/demografia/natalidad/irlanda?anio=1990;1990;53.044;;;15,10‰;2,11;1,44%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Islandia [+];https://datosmacro.expansion.com/demografia/natalidad/islandia?anio=1990;1990;4.768;2.400;2.300;18,70‰;2,3;5,02%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Islas Marshall [+];https://datosmacro.expansion.com/demografia/natalidad/islas-marshall?anio=1990;1987;;;;39,00‰;5,9;
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Islas Salomón [+];https://datosmacro.expansion.com/demografia/natalidad/islas-salomon?anio=1990;1990;;;;40,00‰;5,85;-1,85%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Israel [+];https://datosmacro.expansion.com/demografia/natalidad/israel?anio=1990;1990;;;;22,20‰;2,82;-2,15%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Italia [+];https://datosmacro.expansion.com/demografia/natalidad/italia?anio=1990;1990;569.255;293.100;276.200;10,00‰;1,33;0
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Jamaica [+];https://datosmacro.expansion.com/demografia/natalidad/jamaica?anio=1990;1990;;;;25,29‰;2,95;-1,86%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Japón [+];https://datosmacro.expansion.com/demografia/natalidad/japon?anio=1990;1990;;;;10,00‰;1,54;-1,91%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Jordania [+];https://datosmacro.expansion.com/demografia/natalidad/jordania?anio=1990;1990;;;;35,01‰;5,49;-3,75%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Kazajistán [+];https://datosmacro.expansion.com/demografia/natalidad/kazajistan?anio=1990;1990;;;;22,18‰;2,72;-3,55%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Kenia [+];https://datosmacro.expansion.com/demografia/natalidad/kenia?anio=1990;1990;;;;42,41‰;6,07;-2,85%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Kirguistán [+];https://datosmacro.expansion.com/demografia/natalidad/kirguistan?anio=1990;1990;;;;29,10‰;3,63;-6,32%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Kiribati [+];https://datosmacro.expansion.com/demografia/natalidad/kiribati?anio=1990;1990;;;;36,71‰;4,69;-1,06%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Kuwait [+];https://datosmacro.expansion.com/demografia/natalidad/kuwait?anio=1990;1990;;;;23,26‰;2,97;-7,43%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Laos [+];https://datosmacro.expansion.com/demografia/natalidad/laos?anio=1990;1990;;;;42,90‰;6,15;-1,14%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Lesoto [+];https://datosmacro.expansion.com/demografia/natalidad/lesoto?anio=1990;1990;;;;35,42‰;4,92;-1,70%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Letonia [+];https://datosmacro.expansion.com/demografia/natalidad/letonia?anio=1990;1990;37.918;19.300;18.600;14,20‰;2,02;-1,46%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Líbano [+];https://datosmacro.expansion.com/demografia/natalidad/libano?anio=1990;1990;;;;24,62‰;3;-2,85%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Liberia [+];https://datosmacro.expansion.com/demografia/natalidad/liberia?anio=1990;1990;;;;45,33‰;6,5;-1,34%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Libia [+];https://datosmacro.expansion.com/demografia/natalidad/libia?anio=1990;1990;;;;29,38‰;4,97;-5,52%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Liechtenstein [+];https://datosmacro.expansion.com/demografia/natalidad/liechtenstein?anio=1990;1990;379;200;200;13,20‰;;
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Lituania [+];https://datosmacro.expansion.com/demografia/natalidad/lituania?anio=1990;1990;56.868;29.100;27.700;15,40‰;2,03;2,53%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Luxemburgo [+];https://datosmacro.expansion.com/demografia/natalidad/luxemburgo?anio=1990;1990;4.936;2.600;2.400;12,90‰;1,6;5,26%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Madagascar [+];https://datosmacro.expansion.com/demografia/natalidad/madagascar?anio=1990;1990;;;;44,34‰;6,18;-0,47%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Malasia [+];https://datosmacro.expansion.com/demografia/natalidad/malasia?anio=1990;1990;;;;28,09‰;3,55;-1,28%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Malaui [+];https://datosmacro.expansion.com/demografia/natalidad/malaui?anio=1990;1990;;;;49,28‰;6,92;-1,83%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Maldivas [+];https://datosmacro.expansion.com/demografia/natalidad/maldivas?anio=1990;1990;;;;41,06‰;5,99;-4,66%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Malí [+];https://datosmacro.expansion.com/demografia/natalidad/mali?anio=1990;1990;;;;48,80‰;7,17;0,01%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Malta [+];https://datosmacro.expansion.com/demografia/natalidad/malta?anio=1990;1990;5.368;2.800;2.600;15,20‰;2,02;-3,81%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Marruecos [+];https://datosmacro.expansion.com/demografia/natalidad/marruecos?anio=1990;1990;;;;29,31‰;4,06;-3,79%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Mauricio [+];https://datosmacro.expansion.com/demografia/natalidad/mauricio?anio=1990;1990;;;;21,30‰;2,32;4,04%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Mauritania [+];https://datosmacro.expansion.com/demografia/natalidad/mauritania?anio=1990;1990;;;;40,93‰;6,04;-0,74%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;México [+];https://datosmacro.expansion.com/demografia/natalidad/mexico?anio=1990;1990;2.735.312;1.378.259;1.356.261;28,55‰;3,47;-2,88%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Moldavia [+];https://datosmacro.expansion.com/demografia/natalidad/moldavia?anio=1990;1990;;;;18,57‰;2,41;-3,67%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Mongolia [+];https://datosmacro.expansion.com/demografia/natalidad/mongolia?anio=1990;1990;;;;32,23‰;4,05;-6,98%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Mozambique [+];https://datosmacro.expansion.com/demografia/natalidad/mozambique?anio=1990;1990;;;;45,63‰;6,21;-0,59%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Namibia [+];https://datosmacro.expansion.com/demografia/natalidad/namibia?anio=1990;1990;;;;38,18‰;5,23;-2,44%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Nepal [+];https://datosmacro.expansion.com/demografia/natalidad/nepal?anio=1990;1990;;;;38,51‰;5,17;-1,34%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Nicaragua [+];https://datosmacro.expansion.com/demografia/natalidad/nicaragua?anio=1990;1990;;;;35,80‰;4,6;-3,46%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Níger [+];https://datosmacro.expansion.com/demografia/natalidad/niger?anio=1990;1990;;;;55,57‰;7,77;-0,18%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Nigeria [+];https://datosmacro.expansion.com/demografia/natalidad/nigeria?anio=1990;1990;;;;44,26‰;6,49;-0,72%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Noruega [+];https://datosmacro.expansion.com/demografia/natalidad/noruega?anio=1990;1990;60.939;31.300;29.700;14,40‰;1,93;2,12%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Nueva Zelanda [+];https://datosmacro.expansion.com/demografia/natalidad/nueva-zelanda?anio=1990;1990;;;;17,50‰;2,18;2,83%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Omán [+];https://datosmacro.expansion.com/demografia/natalidad/oman?anio=1990;1990;;;;38,28‰;7,17;-3,98%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Pakistán [+];https://datosmacro.expansion.com/demografia/natalidad/pakistan?anio=1990;1990;;;;40,39‰;6,02;-1,86%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Palaos [+];https://datosmacro.expansion.com/demografia/natalidad/palaos?anio=1990;1990;;;;21,60‰;2,84;
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Panamá [+];https://datosmacro.expansion.com/demografia/natalidad/panama?anio=1990;1990;;;;26,25‰;3,06;-2,05%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Papúa Nueva Guinea [+];https://datosmacro.expansion.com/demografia/natalidad/papua-nueva-guinea?anio=1990;1990;;;;34,79‰;4,8;-1,21%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Paraguay [+];https://datosmacro.expansion.com/demografia/natalidad/paraguay?anio=1990;1990;;;;33,58‰;4,55;-1,98%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Perú [+];https://datosmacro.expansion.com/demografia/natalidad/peru?anio=1990;1990;;;;30,24‰;3,83;-2,67%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Polonia [+];https://datosmacro.expansion.com/demografia/natalidad/polonia?anio=1990;1990;547.720;281.700;266.100;14,40‰;2,06;-0,96%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Portugal [+];https://datosmacro.expansion.com/demografia/natalidad/portugal?anio=1990;1990;116.321;59.918;56.403;11,70‰;1,56;-0,64%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Reino Unido [+];https://datosmacro.expansion.com/demografia/natalidad/uk?anio=1990;1990;798.364;408.900;389.700;13,90‰;1,83;2,23%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;República Centroafricana [+];https://datosmacro.expansion.com/demografia/natalidad/republica-centroafricana?anio=1990;1990;;;;41,23‰;5,81;-0,63%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;República Checa [+];https://datosmacro.expansion.com/demografia/natalidad/republica-checa?anio=1990;1990;130.564;67.000;63.600;12,60‰;1,9;1,60%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;República del Congo [+];https://datosmacro.expansion.com/demografia/natalidad/congo?anio=1990;1990;;;;38,31‰;5,35;-1,35%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;República Democrática del Congo [+];https://datosmacro.expansion.com/demografia/natalidad/republica-democratica-congo?anio=1990;1990;;;;46,08‰;6,75;0,19%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;República Dominicana [+];https://datosmacro.expansion.com/demografia/natalidad/republica-dominicana?anio=1990;1990;;;;29,81‰;3,47;-2,04%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Ruanda [+];https://datosmacro.expansion.com/demografia/natalidad/ruanda?anio=1990;1990;;;;47,24‰;7,18;-3,27%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Rumanía [+];https://datosmacro.expansion.com/demografia/natalidad/rumania?anio=1990;1990;314.746;161.000;153.700;13,60‰;1,83;-17,57%
