url;Pases;Pases_link;Fecha;Esperanza De 1;Esperanza De 2;Esperanza De 3;Var
https://datosmacro.expansion.com/demografia/esperanza-vida;Bélgica [+];https://datosmacro.expansion.com/demografia/esperanza-vida/belgica;2017;83,9;79,2;81,6;0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;Belice [+];https://datosmacro.expansion.com/demografia/esperanza-vida/belice;2017;73,61;67,91;70,59;0,29%
https://datosmacro.expansion.com/demografia/esperanza-vida;Benín [+];https://datosmacro.expansion.com/demografia/esperanza-vida/benin;2017;62,68;59,63;61,17;0,43%
https://datosmacro.expansion.com/demografia/esperanza-vida;Bielorrusia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/bielorrusia;2017;79,3;69,3;74,5;0,40%
https://datosmacro.expansion.com/demografia/esperanza-vida;Birmania - Myanmar [+];https://datosmacro.expansion.com/demografia/esperanza-vida/birmania;2017;69,09;64,36;66,74;0,20%
https://datosmacro.expansion.com/demografia/esperanza-vida;Bolivia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/bolivia;2017;72,06;67;69,47;0,50%
https://datosmacro.expansion.com/demografia/esperanza-vida;Bosnia y Herzegovina [+];https://datosmacro.expansion.com/demografia/esperanza-vida/bosnia-herzegovina;2017;79,56;74,55;77,09;0,23%
https://datosmacro.expansion.com/demografia/esperanza-vida;Botsuana [+];https://datosmacro.expansion.com/demografia/esperanza-vida/botsuana;2017;70,19;64,94;67,62;1,23%
https://datosmacro.expansion.com/demografia/esperanza-vida;Brasil [+];https://datosmacro.expansion.com/demografia/esperanza-vida/brasil;2017;79,34;72,11;75,72;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Brunéi [+];https://datosmacro.expansion.com/demografia/esperanza-vida/brunei;2017;79,07;75,78;77,37;0,22%
https://datosmacro.expansion.com/demografia/esperanza-vida;Bulgaria [+];https://datosmacro.expansion.com/demografia/esperanza-vida/bulgaria;2017;78,4;71,4;74,8;-0,13%
https://datosmacro.expansion.com/demografia/esperanza-vida;Burkina Faso [+];https://datosmacro.expansion.com/demografia/esperanza-vida/burkina-faso;2017;61,43;59,98;60,77;0,68%
https://datosmacro.expansion.com/demografia/esperanza-vida;Burundi [+];https://datosmacro.expansion.com/demografia/esperanza-vida/burundi;2017;59,88;55,88;57,86;0,65%
https://datosmacro.expansion.com/demografia/esperanza-vida;Bután [+];https://datosmacro.expansion.com/demografia/esperanza-vida/butan;2017;70,88;70,26;70,57;0,52%
https://datosmacro.expansion.com/demografia/esperanza-vida;Cabo Verde [+];https://datosmacro.expansion.com/demografia/esperanza-vida/cabo-verde;2017;74,91;70,86;73;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Camboya [+];https://datosmacro.expansion.com/demografia/esperanza-vida/camboya;2017;71,32;67,13;69,33;0,51%
https://datosmacro.expansion.com/demografia/esperanza-vida;Camerún [+];https://datosmacro.expansion.com/demografia/esperanza-vida/camerun;2017;59,71;57,45;58,58;0,86%
https://datosmacro.expansion.com/demografia/esperanza-vida;Canadá [+];https://datosmacro.expansion.com/demografia/esperanza-vida/canada;2017;84,38;80,65;82,47;0,21%
https://datosmacro.expansion.com/demografia/esperanza-vida;Catar [+];https://datosmacro.expansion.com/demografia/esperanza-vida/catar;2017;80,03;77,57;78,33;0,19%
https://datosmacro.expansion.com/demografia/esperanza-vida;Chad [+];https://datosmacro.expansion.com/demografia/esperanza-vida/chad;2017;54,46;51,98;53,21;0,58%
https://datosmacro.expansion.com/demografia/esperanza-vida;Chile [+];https://datosmacro.expansion.com/demografia/esperanza-vida/chile;2017;82,09;77,18;79,73;0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;China [+];https://datosmacro.expansion.com/demografia/esperanza-vida/china;2017;78;74,95;76,41;0,21%
https://datosmacro.expansion.com/demografia/esperanza-vida;Chipre [+];https://datosmacro.expansion.com/demografia/esperanza-vida/chipre;2017;84,2;80,2;82,2;-0,60%
https://datosmacro.expansion.com/demografia/esperanza-vida;Colombia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/colombia;2017;78,17;71,04;74,56;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Comoras [+];https://datosmacro.expansion.com/demografia/esperanza-vida/comoras;2017;65,68;62,21;63,91;0,33%
https://datosmacro.expansion.com/demografia/esperanza-vida;Corea del Norte [+];https://datosmacro.expansion.com/demografia/esperanza-vida/corea-del-norte;2017;75,3;68,26;71,89;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Corea del Sur [+];https://datosmacro.expansion.com/demografia/esperanza-vida/corea-del-sur;2017;85,7;79,7;82,63;0,43%
https://datosmacro.expansion.com/demografia/esperanza-vida;Costa de Marfil [+];https://datosmacro.expansion.com/demografia/esperanza-vida/costa-marfil;2017;55,66;52,66;54,1;0,97%
https://datosmacro.expansion.com/demografia/esperanza-vida;Costa Rica [+];https://datosmacro.expansion.com/demografia/esperanza-vida/costa-rica;2017;82,44;77,68;80,03;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Croacia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/croacia;2017;81;74,9;78;-0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Cuba [+];https://datosmacro.expansion.com/demografia/esperanza-vida/cuba;2017;81,93;77,95;79,92;0,22%
https://datosmacro.expansion.com/demografia/esperanza-vida;Dinamarca [+];https://datosmacro.expansion.com/demografia/esperanza-vida/dinamarca;2017;83,1;79,2;81,1;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Dominica [+];https://datosmacro.expansion.com/demografia/esperanza-vida/dominica;2002;78,8;74,5;76,6;0,85%
https://datosmacro.expansion.com/demografia/esperanza-vida;Ecuador [+];https://datosmacro.expansion.com/demografia/esperanza-vida/ecuador;2017;79,32;73,87;76,55;0,29%
https://datosmacro.expansion.com/demografia/esperanza-vida;Egipto [+];https://datosmacro.expansion.com/demografia/esperanza-vida/egipto;2017;73,97;69,45;71,66;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;El Salvador [+];https://datosmacro.expansion.com/demografia/esperanza-vida/el-salvador;2017;78,13;69,05;73,75;0,32%
https://datosmacro.expansion.com/demografia/esperanza-vida;Emiratos Árabes Unidos [+];https://datosmacro.expansion.com/demografia/esperanza-vida/emiratos-arabes-unidos;2017;78,92;76,72;77,41;0,20%
https://datosmacro.expansion.com/demografia/esperanza-vida;Eritrea [+];https://datosmacro.expansion.com/demografia/esperanza-vida/eritrea;2017;67,75;63,4;65,54;0,68%
https://datosmacro.expansion.com/demografia/esperanza-vida;Eslovaquia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/eslovaquia;2017;80,7;73,8;77,3;0
https://datosmacro.expansion.com/demografia/esperanza-vida;Eslovenia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/eslovenia;2017;84;78,2;81,2;0
https://datosmacro.expansion.com/demografia/esperanza-vida;España [+];https://datosmacro.expansion.com/demografia/esperanza-vida/espana;2017;86,1;80,6;83,4;-0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;Estado de Palestina [+];https://datosmacro.expansion.com/demografia/esperanza-vida/palestina;2017;75,64;71,76;73,65;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Estados Federados de Micronesia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/micronesia;2017;70,51;68,12;69,32;0,17%
https://datosmacro.expansion.com/demografia/esperanza-vida;Estados Unidos [+];https://datosmacro.expansion.com/demografia/esperanza-vida/usa;2017;81,1;76,1;78,54;0
https://datosmacro.expansion.com/demografia/esperanza-vida;Estonia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/estonia;2017;82,6;73,8;78,4;0,51%
https://datosmacro.expansion.com/demografia/esperanza-vida;Etiopía [+];https://datosmacro.expansion.com/demografia/esperanza-vida/etiopia;2017;67,78;64;65,87;0,61%
https://datosmacro.expansion.com/demografia/esperanza-vida;Filipinas [+];https://datosmacro.expansion.com/demografia/esperanza-vida/filipinas;2017;72,82;65,94;69,24;0,21%
https://datosmacro.expansion.com/demografia/esperanza-vida;Finlandia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/finlandia;2017;84,5;78,9;81,7;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Fiyi [+];https://datosmacro.expansion.com/demografia/esperanza-vida/fiyi;2017;73,65;67,54;70,42;0,21%
https://datosmacro.expansion.com/demografia/esperanza-vida;Francia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/francia;2017;85,6;79,6;82,7;0
https://datosmacro.expansion.com/demografia/esperanza-vida;Gabón [+];https://datosmacro.expansion.com/demografia/esperanza-vida/gabon;2017;68,17;64,89;66,48;0,57%
https://datosmacro.expansion.com/demografia/esperanza-vida;Gambia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/gambia;2017;62,83;60,08;61,42;0,38%
https://datosmacro.expansion.com/demografia/esperanza-vida;Georgia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/georgia;2017;77,8;69,2;73,5;1,10%
https://datosmacro.expansion.com/demografia/esperanza-vida;Ghana [+];https://datosmacro.expansion.com/demografia/esperanza-vida/ghana;2017;64,06;61,98;63,03;0,46%
https://datosmacro.expansion.com/demografia/esperanza-vida;Granada [+];https://datosmacro.expansion.com/demografia/esperanza-vida/granada;2017;76,28;71,35;73,78;0,16%
https://datosmacro.expansion.com/demografia/esperanza-vida;Grecia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/grecia;2017;83,9;78,8;81,4;-0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;Guatemala [+];https://datosmacro.expansion.com/demografia/esperanza-vida/guatemala;2017;76,83;70,42;73,65;0,33%
https://datosmacro.expansion.com/demografia/esperanza-vida;Guinea [+];https://datosmacro.expansion.com/demografia/esperanza-vida/guinea;2017;61,17;60,05;60,62;1,00%
https://datosmacro.expansion.com/demografia/esperanza-vida;Guinea Ecuatorial [+];https://datosmacro.expansion.com/demografia/esperanza-vida/guinea-ecuatorial;2017;59,39;56,68;57,94;0,45%
https://datosmacro.expansion.com/demografia/esperanza-vida;Guinea-Bisáu [+];https://datosmacro.expansion.com/demografia/esperanza-vida/guinea-bisau;2017;59,55;56,05;57,81;0,70%
https://datosmacro.expansion.com/demografia/esperanza-vida;Guyana [+];https://datosmacro.expansion.com/demografia/esperanza-vida/guyana;2017;69,18;64,49;66,77;0,17%
https://datosmacro.expansion.com/demografia/esperanza-vida;Haiti [+];https://datosmacro.expansion.com/demografia/esperanza-vida/haiti;2017;65,79;61,41;63,59;0,41%
https://datosmacro.expansion.com/demografia/esperanza-vida;Holanda [+];https://datosmacro.expansion.com/demografia/esperanza-vida/holanda;2017;83,4;80,2;81,8;0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;Honduras [+];https://datosmacro.expansion.com/demografia/esperanza-vida/honduras;2017;76,34;71,22;73,77;0,27%
https://datosmacro.expansion.com/demografia/esperanza-vida;Hong Kong [+];https://datosmacro.expansion.com/demografia/esperanza-vida/hong-kong;2017;87,6;81,9;84,68;0,54%
https://datosmacro.expansion.com/demografia/esperanza-vida;Hungría [+];https://datosmacro.expansion.com/demografia/esperanza-vida/hungria;2017;79,3;72,5;76;-0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;India [+];https://datosmacro.expansion.com/demografia/esperanza-vida/india;2017;70,43;67,32;68,8;0,35%
https://datosmacro.expansion.com/demografia/esperanza-vida;Indonesia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/indonesia;2017;71,55;67,29;69,36;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Irak [+];https://datosmacro.expansion.com/demografia/esperanza-vida/irak;2017;72,32;67,79;70,04;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Irán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/iran;2017;77,33;75,06;76,15;0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Irlanda [+];https://datosmacro.expansion.com/demografia/esperanza-vida/irlanda;2017;84;80,4;82,2;0,49%
https://datosmacro.expansion.com/demografia/esperanza-vida;Islandia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/islandia;2017;84,3;81,1;82,6;0,49%
https://datosmacro.expansion.com/demografia/esperanza-vida;Islas Marshall [+];https://datosmacro.expansion.com/demografia/esperanza-vida/islas-marshall;2000;67,8;62,8;65,24;-3,36%
https://datosmacro.expansion.com/demografia/esperanza-vida;Islas Salomón [+];https://datosmacro.expansion.com/demografia/esperanza-vida/islas-salomon;2017;72,63;69,54;71,01;0,40%
https://datosmacro.expansion.com/demografia/esperanza-vida;Israel [+];https://datosmacro.expansion.com/demografia/esperanza-vida/israel;2017;84,6;80,7;82,6;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Italia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/italia;2017;85,2;80,8;83,1;-0,36%
https://datosmacro.expansion.com/demografia/esperanza-vida;Jamaica [+];https://datosmacro.expansion.com/demografia/esperanza-vida/jamaica;2017;78,52;73,74;76,1;0,17%
https://datosmacro.expansion.com/demografia/esperanza-vida;Japón [+];https://datosmacro.expansion.com/demografia/esperanza-vida/japon;2017;87,26;81,09;84,1;0,14%
https://datosmacro.expansion.com/demografia/esperanza-vida;Jordania [+];https://datosmacro.expansion.com/demografia/esperanza-vida/jordania;2017;76,26;72,79;74,48;0,20%
https://datosmacro.expansion.com/demografia/esperanza-vida;Kazajistán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/kazajistan;2017;76,92;68,72;72,95;0,90%
https://datosmacro.expansion.com/demografia/esperanza-vida;Kenia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/kenia;2017;69,67;64,92;67,29;0,39%
https://datosmacro.expansion.com/demografia/esperanza-vida;Kirguistán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/kirguistan;2017;75,4;67,2;71,2;0,35%
https://datosmacro.expansion.com/demografia/esperanza-vida;Kiribati [+];https://datosmacro.expansion.com/demografia/esperanza-vida/kiribati;2017;69,83;63,2;66,51;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Kuwait [+];https://datosmacro.expansion.com/demografia/esperanza-vida/kuwait;2017;76,14;73,9;74,81;0,16%
https://datosmacro.expansion.com/demografia/esperanza-vida;Laos [+];https://datosmacro.expansion.com/demografia/esperanza-vida/laos;2017;68,57;65,45;67,02;0,51%
https://datosmacro.expansion.com/demografia/esperanza-vida;Lesoto [+];https://datosmacro.expansion.com/demografia/esperanza-vida/lesoto;2017;56,7;52,2;54,57;0,73%
https://datosmacro.expansion.com/demografia/esperanza-vida;Letonia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/letonia;2017;79,7;69,8;74,9;0
https://datosmacro.expansion.com/demografia/esperanza-vida;Líbano [+];https://datosmacro.expansion.com/demografia/esperanza-vida/libano;2017;81,59;78,17;79,76;0,22%
https://datosmacro.expansion.com/demografia/esperanza-vida;Liberia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/liberia;2017;64,01;62;63,01;0,80%
https://datosmacro.expansion.com/demografia/esperanza-vida;Libia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/libia;2017;75,12;69,33;72,11;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Liechtenstein [+];https://datosmacro.expansion.com/demografia/esperanza-vida/liechtenstein;2017;86;81,6;83,7;1,70%
https://datosmacro.expansion.com/demografia/esperanza-vida;Lituania [+];https://datosmacro.expansion.com/demografia/esperanza-vida/lituania;2017;80,5;70,7;75,8;1,20%
https://datosmacro.expansion.com/demografia/esperanza-vida;Luxemburgo [+];https://datosmacro.expansion.com/demografia/esperanza-vida/luxemburgo;2017;84,4;79,9;82,1;-0,73%
https://datosmacro.expansion.com/demografia/esperanza-vida;Madagascar [+];https://datosmacro.expansion.com/demografia/esperanza-vida/madagascar;2017;67,91;64,73;66,31;0,58%
https://datosmacro.expansion.com/demografia/esperanza-vida;Malasia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/malasia;2017;77,85;73,31;75,45;0,20%
https://datosmacro.expansion.com/demografia/esperanza-vida;Malaui [+];https://datosmacro.expansion.com/demografia/esperanza-vida/malaui;2017;66,21;61,02;63,67;0,71%
https://datosmacro.expansion.com/demografia/esperanza-vida;Maldivas [+];https://datosmacro.expansion.com/demografia/esperanza-vida/maldivas;2017;78,8;76,71;77,65;0,40%
https://datosmacro.expansion.com/demografia/esperanza-vida;Malí [+];https://datosmacro.expansion.com/demografia/esperanza-vida/mali;2017;59,19;57,71;58,46;0,85%
https://datosmacro.expansion.com/demografia/esperanza-vida;Malta [+];https://datosmacro.expansion.com/demografia/esperanza-vida/malta;2017;84,6;80,2;82,4;-0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Marruecos [+];https://datosmacro.expansion.com/demografia/esperanza-vida/marruecos;2017;77,22;74,86;76,06;0,31%
https://datosmacro.expansion.com/demografia/esperanza-vida;Mauricio [+];https://datosmacro.expansion.com/demografia/esperanza-vida/mauricio;2017;77,89;71,3;74,51;0,16%
https://datosmacro.expansion.com/demografia/esperanza-vida;Mauritania [+];https://datosmacro.expansion.com/demografia/esperanza-vida/mauritania;2017;64,92;61,86;63,38;0,23%
https://datosmacro.expansion.com/demografia/esperanza-vida;México [+];https://datosmacro.expansion.com/demografia/esperanza-vida/mexico;2017;79,71;74,92;77,31;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Moldavia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/moldavia;2017;76;67,44;71,72;0,15%
https://datosmacro.expansion.com/demografia/esperanza-vida;Mongolia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/mongolia;2017;73,73;65,44;69,47;0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Montenegro [+];https://datosmacro.expansion.com/demografia/esperanza-vida/montenegro;2017;79,2;73,9;76,6;0,13%
https://datosmacro.expansion.com/demografia/esperanza-vida;Mozambique [+];https://datosmacro.expansion.com/demografia/esperanza-vida/mozambique;2017;60,97;56,67;58,87;0,96%
https://datosmacro.expansion.com/demografia/esperanza-vida;Namibia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/namibia;2017;67,72;61,82;64,85;0,72%
https://datosmacro.expansion.com/demografia/esperanza-vida;Nepal [+];https://datosmacro.expansion.com/demografia/esperanza-vida/nepal;2017;72,25;68,98;70,6;0,50%
https://datosmacro.expansion.com/demografia/esperanza-vida;Nicaragua [+];https://datosmacro.expansion.com/demografia/esperanza-vida/nicaragua;2017;78,63;72,6;75,65;0,33%
https://datosmacro.expansion.com/demografia/esperanza-vida;Níger [+];https://datosmacro.expansion.com/demografia/esperanza-vida/niger;2017;61,5;59,44;60,42;0,61%
https://datosmacro.expansion.com/demografia/esperanza-vida;Nigeria [+];https://datosmacro.expansion.com/demografia/esperanza-vida/nigeria;2017;54,69;53,09;53,88;0,84%
https://datosmacro.expansion.com/demografia/esperanza-vida;Noruega [+];https://datosmacro.expansion.com/demografia/esperanza-vida/noruega;2017;84,3;81;82,7;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Nueva Zelanda [+];https://datosmacro.expansion.com/demografia/esperanza-vida/nueva-zelanda;2017;83,4;80;81,66;0,06%
https://datosmacro.expansion.com/demografia/esperanza-vida;Omán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/oman;2017;79,71;75,55;77,26;0,30%
https://datosmacro.expansion.com/demografia/esperanza-vida;Pakistán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/pakistan;2017;67,7;65,63;66,63;0,22%
https://datosmacro.expansion.com/demografia/esperanza-vida;Palaos [+];https://datosmacro.expansion.com/demografia/esperanza-vida/palaos;2005;72,1;66,3;69,13;-1,94%
https://datosmacro.expansion.com/demografia/esperanza-vida;Panamá [+];https://datosmacro.expansion.com/demografia/esperanza-vida/panama;2017;81,25;75,29;78,2;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Papúa Nueva Guinea [+];https://datosmacro.expansion.com/demografia/esperanza-vida/papua-nueva-guinea;2017;68,26;63,28;65,71;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Paraguay [+];https://datosmacro.expansion.com/demografia/esperanza-vida/paraguay;2017;75,48;71,09;73,21;0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;Perú [+];https://datosmacro.expansion.com/demografia/esperanza-vida/peru;2017;77,89;72,6;75,22;0,32%
https://datosmacro.expansion.com/demografia/esperanza-vida;Polonia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/polonia;2017;81,8;73,9;77,8;-0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Portugal [+];https://datosmacro.expansion.com/demografia/esperanza-vida/portugal;2017;84,6;78,4;81,6;0,37%
https://datosmacro.expansion.com/demografia/esperanza-vida;Reino Unido [+];https://datosmacro.expansion.com/demografia/esperanza-vida/uk;2017;83,1;79,5;81,3;0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;República Centroafricana [+];https://datosmacro.expansion.com/demografia/esperanza-vida/republica-centroafricana;2017;54,83;50,97;52,89;1,38%
https://datosmacro.expansion.com/demografia/esperanza-vida;República Checa [+];https://datosmacro.expansion.com/demografia/esperanza-vida/republica-checa;2017;82;76,1;79,1;0
https://datosmacro.expansion.com/demografia/esperanza-vida;República del Congo [+];https://datosmacro.expansion.com/demografia/esperanza-vida/congo;2017;66,75;63,47;65,09;0,72%
https://datosmacro.expansion.com/demografia/esperanza-vida;República Democrática del Congo [+];https://datosmacro.expansion.com/demografia/esperanza-vida/republica-democratica-congo;2017;61,54;58,53;60,03;0,69%
https://datosmacro.expansion.com/demografia/esperanza-vida;República Dominicana [+];https://datosmacro.expansion.com/demografia/esperanza-vida/republica-dominicana;2017;77,3;71;74,05;0,25%
https://datosmacro.expansion.com/demografia/esperanza-vida;Ruanda [+];https://datosmacro.expansion.com/demografia/esperanza-vida/ruanda;2017;69,63;65,32;67,5;0,55%
https://datosmacro.expansion.com/demografia/esperanza-vida;Rumanía [+];https://datosmacro.expansion.com/demografia/esperanza-vida/rumania;2017;79,1;71,7;75,3;0
https://datosmacro.expansion.com/demografia/esperanza-vida;Rusia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/rusia;2017;77,41;67,08;72,12;0,65%
https://datosmacro.expansion.com/demografia/esperanza-vida;Samoa [+];https://datosmacro.expansion.com/demografia/esperanza-vida/samoa;2017;78,48;72,26;75,24;0,30%
https://datosmacro.expansion.com/demografia/esperanza-vida;San Cristóbal y Nieves [+];https://datosmacro.expansion.com/demografia/esperanza-vida/san-cristobal-nieves;2002;74;68,8;71,34;1,86%
https://datosmacro.expansion.com/demografia/esperanza-vida;San Marino [+];https://datosmacro.expansion.com/demografia/esperanza-vida/san-marino;2012;86,8;84,1;85,6;2,73%
https://datosmacro.expansion.com/demografia/esperanza-vida;San Vicente y las Granadinas [+];https://datosmacro.expansion.com/demografia/esperanza-vida/san-vicente-las-granadinas;2017;75,55;71,16;73,29;0,16%
https://datosmacro.expansion.com/demografia/esperanza-vida;Santa Lucía [+];https://datosmacro.expansion.com/demografia/esperanza-vida/santa-lucia;2017;78,43;73,04;75,7;0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Santo Tomé y Príncipe [+];https://datosmacro.expansion.com/demografia/esperanza-vida/santo-tome-principe;2017;68,91;64,58;66,76;0,21%
https://datosmacro.expansion.com/demografia/esperanza-vida;Senegal [+];https://datosmacro.expansion.com/demografia/esperanza-vida/senegal;2017;69,4;65,39;67,48;0,49%
https://datosmacro.expansion.com/demografia/esperanza-vida;Serbia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/serbia;2017;78,1;73,1;75,6;-0,13%
https://datosmacro.expansion.com/demografia/esperanza-vida;Seychelles [+];https://datosmacro.expansion.com/demografia/esperanza-vida/seychelles;2017;78,5;70,3;74,3;-0,01%
https://datosmacro.expansion.com/demografia/esperanza-vida;Sierra Leona [+];https://datosmacro.expansion.com/demografia/esperanza-vida/sierra-leona;2017;52,82;51,61;52,21;0,73%
https://datosmacro.expansion.com/demografia/esperanza-vida;Singapur [+];https://datosmacro.expansion.com/demografia/esperanza-vida/singapur;2017;85,2;80,7;82,9;0,06%
https://datosmacro.expansion.com/demografia/esperanza-vida;Siria [+];https://datosmacro.expansion.com/demografia/esperanza-vida/siria;2017;77,42;65,41;70,96;0,93%
https://datosmacro.expansion.com/demografia/esperanza-vida;Somalia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/somalia;2017;58,43;55,07;56,71;0,75%
https://datosmacro.expansion.com/demografia/esperanza-vida;Sri Lanka [+];https://datosmacro.expansion.com/demografia/esperanza-vida/sri-lanka;2017;78,8;72,11;75,49;0,27%
https://datosmacro.expansion.com/demografia/esperanza-vida;Suazilandia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/suazilandia;2017;61,34;54,93;58,27;0,89%
